chr	pos_start	pos_end	shared_num/methy_in_normal/methy_in_tumor/pos_num	tumor_methy_num/tumor_NONE_methy_num	tumor_methy_ratio	normal_methy_num/normal_NONE_methy_num	normal_methy_ratio	chisq.test_p-value	t.test_p-value	PlotColor
chr6	31510605	31510691	5/5/5/5	73/32	0.70	44/54	0.45	3.88e-04	3.56e-02	gold1
chr6	41756031	41756515	0/11/4/15	134/11	0.92	14/40	0.26	1.26e-21	2.64e-09	gold1
chr6	166405052	166405320	4/5/4/5	92/6	0.94	53/16	0.77	1.32e-03	3.09e-02	gold1
chr7	20708824	20708889	1/5/1/5	67/3	0.96	12/5	0.71	1.30e-03	4.53e-03	gold1
chr7	24835074	24835223	3/6/3/6	79/11	0.88	53/0	1.00	8.07e-03	2.04e-02	gold1
chr7	72622700	72622901	0/4/2/6	65/5	0.93	17/16	0.52	1.18e-06	4.12e-04	gold1
chr7	72622700	72622901	0/4/2/6	65/5	0.93	17/16	0.52	1.18e-06	4.12e-04	gold1
chr7	100703080	100703353	1/4/2/5	14/37	0.27	28/6	0.82	7.06e-07	2.05e-02	gold1
chr8	86758266	86758398	3/5/3/5	118/12	0.91	66/20	0.77	4.51e-03	3.99e-02	gold1
chr8	144693893	144693984	1/5/1/5	73/2	0.97	11/4	0.73	6.70e-04	2.40e-03	gold1
chr8	145647978	145648051	2/5/2/5	65/6	0.92	8/12	0.40	3.19e-07	2.08e-02	gold1
chr9	34377544	34377834	4/5/5/6	18/55	0.25	2/50	0.04	1.76e-03	3.08e-02	gold1
chr9	44993343	44993474	4/6/4/6	53/29	0.65	38/5	0.88	4.61e-03	2.57e-02	gold1
chr9	136379293	136379340	5/5/5/5	103/18	0.85	60/26	0.70	7.78e-03	1.83e-02	gold1
chr10	76797167	76797589	2/6/3/7	83/2	0.98	26/10	0.72	1.89e-05	6.26e-03	gold1
chr10	93665337	93665397	4/7/4/7	165/5	0.97	49/9	0.84	5.71e-04	4.81e-03	gold1
chr10	104196466	104196576	3/5/3/5	100/8	0.93	31/11	0.74	1.90e-03	1.91e-02	gold1
chr11	18748351	18748602	0/4/1/5	44/4	0.92	8/11	0.42	1.15e-05	4.79e-03	gold1
chr11	64880911	64881021	5/6/6/7	21/58	0.27	48/47	0.51	1.31e-03	1.43e-02	gold1
chr12	52861276	52861550	1/6/1/6	82/14	0.85	3/15	0.17	7.95e-10	3.05e-03	gold1
chr12	53584001	53584152	1/6/1/6	47/52	0.47	13/1	0.93	1.45e-03	2.54e-02	gold1
chr12	56842381	56842469	7/7/8/8	24/108	0.18	7/171	0.04	3.55e-05	1.04e-02	gold1
chr12	114258263	114258337	5/6/5/6	80/11	0.88	54/0	1.00	7.87e-03	1.78e-05	gold1
chr12	122442851	122442934	2/3/4/5	7/33	0.17	48/26	0.65	1.37e-06	3.21e-03	gold1
chr12	122654900	122654994	1/3/3/5	26/8	0.76	42/0	1.00	8.89e-04	1.21e-02	gold1
chr13	28551851	28551936	5/5/5/5	0/66	0.00	11/87	0.11	4.83e-03	2.59e-02	gold1
chr13	50621259	50621453	1/6/1/6	82/1	0.99	9/7	0.56	1.08e-08	7.49e-06	gold1
chr13	50621259	50621453	1/6/1/6	82/1	0.99	9/7	0.56	1.08e-08	7.49e-06	gold1
chr13	92005080	92005175	3/5/3/5	62/15	0.81	45/0	1.00	1.57e-03	8.81e-03	gold1
chr13	92005080	92005175	3/5/3/5	62/15	0.81	45/0	1.00	1.57e-03	8.81e-03	gold1
chr13	92005080	92005175	3/5/3/5	62/15	0.81	45/0	1.00	1.57e-03	8.81e-03	gold1
chr13	92005080	92005175	3/5/3/5	62/15	0.81	45/0	1.00	1.57e-03	8.81e-03	gold1
chr13	96449161	96449236	2/4/3/5	72/0	1.00	37/20	0.65	4.55e-08	2.08e-03	gold1
chr15	27998869	27999176	5/6/5/6	225/36	0.86	59/23	0.72	2.85e-03	9.32e-03	gold1
chr15	41575652	41575761	1/3/3/5	32/10	0.76	10/29	0.26	5.38e-06	4.87e-02	gold1
chr15	50528952	50529122	0/5/1/6	110/4	0.96	0/10	0.00	2.36e-20	2.07e-04	gold1
chr15	66638990	66639290	1/4/2/5	58/0	1.00	21/6	0.78	1.96e-04	2.47e-04	gold1
chr16	205895	206184	1/1/5/5	6/6	0.50	56/5	0.92	2.15e-04	4.40e-02	gold1
chr16	4934053	4934119	1/1/5/5	10/2	0.83	51/0	1.00	3.05e-03	0.00e+00	gold1
chr16	14528674	14528805	4/4/5/5	62/12	0.84	77/2	0.97	3.35e-03	4.86e-03	gold1
chr16	18814210	18814488	1/6/2/7	158/8	0.95	28/10	0.74	2.50e-05	1.00e-02	gold1
chr17	2317999	2318165	2/6/2/6	95/0	1.00	21/4	0.84	7.33e-05	1.51e-09	gold1
chr17	7002681	7002852	1/5/1/5	70/7	0.91	8/5	0.62	3.96e-03	3.53e-02	gold1
chr17	9547313	9547483	4/7/4/7	161/6	0.96	68/13	0.84	5.43e-04	2.24e-03	gold1
chr17	40130829	40130892	1/5/1/5	126/4	0.97	12/3	0.80	3.79e-03	1.72e-02	gold1
chr17	46696974	46697055	6/6/6/6	37/82	0.31	11/138	0.07	4.92e-07	3.03e-03	gold1
chr17	46697115	46697253	4/9/4/9	91/55	0.62	50/9	0.85	1.71e-03	2.11e-02	gold1
chr17	62079106	62079310	0/2/3/5	21/2	0.91	18/21	0.46	3.78e-04	7.79e-03	gold1
chr17	73644272	73644577	5/5/8/8	89/11	0.89	135/1	0.99	3.90e-04	7.55e-04	gold1
chr17	73644272	73644577	5/5/8/8	89/11	0.89	135/1	0.99	3.90e-04	7.55e-04	gold1
chr18	3279802	3279972	2/4/3/5	42/14	0.75	23/34	0.40	1.95e-04	3.46e-02	gold1
chr18	56932422	56932523	2/5/2/5	0/89	0.00	6/18	0.25	1.25e-06	1.82e-02	gold1
chr18	61604243	61604358	1/5/1/5	29/97	0.23	7/4	0.64	3.33e-03	6.00e-03	gold1
chr19	1442387	1442707	2/3/4/5	63/27	0.70	69/7	0.91	9.44e-04	4.59e-02	gold1
chr19	3802227	3802369	0/1/4/5	6/9	0.40	48/11	0.81	1.28e-03	3.98e-02	gold1
chr19	4657311	4657535	0/3/2/5	13/27	0.32	21/2	0.91	6.53e-06	5.32e-05	gold1
chr19	4657311	4657535	0/3/2/5	13/27	0.32	21/2	0.91	6.53e-06	5.32e-05	gold1
chr19	4773316	4773487	2/5/2/5	82/18	0.82	10/16	0.38	8.36e-06	3.22e-02	gold1
chr19	9212259	9212369	2/5/2/5	79/2	0.98	21/5	0.81	2.64e-03	2.98e-02	gold1
chr19	11593731	11593931	0/4/2/6	3/38	0.07	17/5	0.77	1.30e-08	1.33e-03	gold1
chr19	12809953	12810078	4/5/4/5	54/40	0.57	21/43	0.33	2.33e-03	2.09e-02	gold1
chr19	12871022	12871110	4/5/4/5	67/7	0.91	31/21	0.60	3.94e-05	1.65e-02	gold1
chr19	14583965	14584404	0/3/3/6	14/26	0.35	0/34	0.00	1.28e-04	7.79e-03	gold1
chr19	42176114	42176207	1/5/1/5	86/1	0.99	8/2	0.80	1.11e-03	9.13e-04	gold1
chr19	45986582	45986830	3/3/5/5	47/4	0.92	41/33	0.55	9.70e-06	4.82e-02	gold1
chr19	48454756	48454842	5/5/5/5	131/37	0.78	124/14	0.90	5.53e-03	4.16e-02	gold1
chr19	50057980	50058137	2/5/2/5	58/15	0.79	6/18	0.25	1.04e-06	6.38e-05	gold1
chr19	50058275	50058399	2/5/2/5	1/62	0.02	5/26	0.16	6.70e-03	4.13e-03	gold1
chr19	50619685	50619761	4/5/4/5	69/33	0.68	42/6	0.88	9.71e-03	1.47e-02	gold1
chr19	50619685	50619761	4/5/4/5	69/33	0.68	42/6	0.88	9.71e-03	1.47e-02	gold1
chr19	50619685	50619761	4/5/4/5	69/33	0.68	42/6	0.88	9.71e-03	1.47e-02	gold1
chr19	50619685	50619761	4/5/4/5	69/33	0.68	42/6	0.88	9.71e-03	1.47e-02	gold1
chr19	50619685	50619761	4/5/4/5	69/33	0.68	42/6	0.88	9.71e-03	1.47e-02	gold1
chr19	50619685	50619761	4/5/4/5	69/33	0.68	42/6	0.88	9.71e-03	1.47e-02	gold1
chr19	50619685	50619761	4/5/4/5	69/33	0.68	42/6	0.88	9.71e-03	1.47e-02	gold1
chr19	50619685	50619761	4/5/4/5	69/33	0.68	42/6	0.88	9.71e-03	1.47e-02	gold1
chr19	50619685	50619761	4/5/4/5	69/33	0.68	42/6	0.88	9.71e-03	1.47e-02	gold1
chr19	50619685	50619761	4/5/4/5	69/33	0.68	42/6	0.88	9.71e-03	1.47e-02	gold1
chr19	50635847	50635933	4/5/4/5	83/36	0.70	65/8	0.89	2.02e-03	2.34e-02	gold1
chr19	50635847	50635933	4/5/4/5	83/36	0.70	65/8	0.89	2.02e-03	2.34e-02	gold1
chr19	54487606	54487794	1/5/1/5	100/3	0.97	12/4	0.75	4.77e-04	2.59e-03	gold1
chr19	54487606	54487794	1/5/1/5	100/3	0.97	12/4	0.75	4.77e-04	2.59e-03	gold1
chr20	32381802	32381997	1/4/2/5	64/0	1.00	23/7	0.77	5.90e-05	3.71e-02	gold1
chr21	45969393	45969487	4/4/5/5	69/13	0.84	114/3	0.97	6.90e-04	4.72e-03	gold1
chr22	24081888	24082155	0/4/1/5	76/1	0.99	11/2	0.85	8.87e-03	1.44e-02	gold1
chr22	43559892	43559964	5/5/5/5	32/56	0.36	9/57	0.14	1.59e-03	3.92e-02	gold1
chr22	43560697	43560830	2/2/5/5	13/21	0.38	66/14	0.82	2.76e-06	2.20e-02	gold1
chr22	43560697	43560830	2/2/5/5	13/21	0.38	66/14	0.82	2.76e-06	2.20e-02	gold1
chr22	51051734	51051941	5/5/5/5	94/15	0.86	78/2	0.98	7.50e-03	1.04e-02	gold1
chr22	51171728	51171948	3/5/3/5	111/22	0.83	40/0	1.00	5.90e-03	9.59e-03	gold1
