chr	pos_start	pos_end	shared_num/methy_in_normal/methy_in_tumor/pos_num	tumor_methy_num/tumor_NONE_methy_num	tumor_methy_ratio	normal_methy_num/normal_NONE_methy_num	normal_methy_ratio	chisq.test_p-value	t.test_p-value	PlotColor
chr3	196593478	196593584	1/6/1/6	168/3	0.98	11/2	0.85	3.57e-03	1.82e-03	green2
chr3	197356598	197356663	3/4/5/6	50/7	0.88	40/28	0.59	3.39e-04	3.32e-03	green2
chr3	197687759	197687837	1/5/1/5	0/84	0.00	2/15	0.12	1.50e-03	0.00e+00	green2
chr4	1282420	1282497	2/6/2/6	107/1	0.99	22/5	0.81	7.26e-05	5.63e-04	green2
chr4	15779428	15779999	0/4/1/5	7/41	0.15	20/1	0.95	2.68e-10	2.85e-02	green2
chr4	40751570	40751861	0/4/5/9	46/7	0.87	1/75	0.01	3.24e-23	2.08e-06	green2
chr4	57844432	57844567	0/1/4/5	6/15	0.29	0/53	0.00	4.92e-05	1.62e-12	green2
chr4	57844432	57844567	0/1/4/5	6/15	0.29	0/53	0.00	4.92e-05	1.62e-12	green2
chr4	83821700	83821792	1/1/5/5	4/8	0.33	0/59	0.00	4.99e-06	0.00e+00	green2
chr4	119199392	119199551	4/7/4/7	11/85	0.11	21/25	0.46	5.02e-06	8.52e-03	green2
chr4	119199392	119199551	4/7/4/7	11/85	0.11	21/25	0.46	5.02e-06	8.52e-03	green2
chr4	128801124	128801220	3/6/3/6	89/3	0.97	36/8	0.82	2.83e-03	4.71e-04	green2
chr4	166794143	166794329	0/4/1/5	1/49	0.02	6/7	0.46	6.40e-06	1.25e-03	green2
chr4	171011502	171011618	3/5/3/5	16/76	0.17	0/40	0.00	4.90e-03	5.18e-03	green2
chr4	171011502	171011618	3/5/3/5	16/76	0.17	0/40	0.00	4.90e-03	5.18e-03	green2
chr5	891726	891843	5/8/5/8	126/62	0.67	24/52	0.32	1.41e-07	2.00e-06	green2
chr5	43484258	43484287	1/1/5/5	2/10	0.17	0/75	0.00	3.48e-04	0.00e+00	green2
chr5	137668011	137668198	0/4/1/5	0/81	0.00	6/13	0.32	1.82e-07	1.62e-12	green2
chr5	149736763	149736870	5/5/5/5	84/81	0.51	39/84	0.32	1.12e-03	4.70e-02	green2
chr5	150326190	150326346	4/4/6/6	23/72	0.24	5/63	0.07	4.90e-03	2.26e-03	green2
chr5	156570490	156570642	0/3/3/6	16/32	0.33	0/38	0.00	7.98e-05	4.46e-05	green2
chr5	156570490	156570642	0/3/3/6	16/32	0.33	0/38	0.00	7.98e-05	4.46e-05	green2
chr5	171434883	171434978	3/6/3/6	79/6	0.93	23/17	0.57	1.84e-06	1.48e-04	green2
chr5	179920739	179920792	2/6/2/6	87/16	0.84	11/10	0.52	9.95e-04	1.36e-02	green2
chr6	10416337	10416400	1/5/1/5	7/77	0.08	7/9	0.44	1.83e-04	1.30e-02	green2
chr6	10416510	10416561	1/5/1/5	8/63	0.11	10/10	0.50	1.23e-04	1.55e-02	green2
chr6	17280551	17280765	0/4/1/5	6/38	0.14	7/8	0.47	7.69e-03	3.79e-03	green2
chr6	17280551	17280765	0/4/1/5	6/38	0.14	7/8	0.47	7.69e-03	3.79e-03	green2
chr6	25727239	25727363	0/4/1/5	91/2	0.98	6/4	0.60	1.20e-06	5.14e-04	green2
chr6	26085911	26086002	2/2/5/5	22/7	0.76	78/4	0.95	2.85e-03	1.54e-02	green2
chr6	26189809	26189974	1/5/2/6	69/0	1.00	26/12	0.68	7.27e-07	3.71e-07	green2
chr6	31164594	31164737	0/4/1/5	23/32	0.42	13/3	0.81	5.49e-03	7.44e-03	green2
chr6	31510605	31510691	5/5/5/5	73/32	0.70	44/54	0.45	3.88e-04	3.56e-02	green2
chr6	31510605	31510691	5/5/5/5	73/32	0.70	44/54	0.45	3.88e-04	3.56e-02	green2
chr6	52860928	52861033	0/3/3/6	20/39	0.34	0/46	0.00	1.14e-05	5.71e-03	green2
chr6	74232614	74233015	0/5/3/8	79/28	0.74	30/1	0.97	5.77e-03	2.30e-03	green2
chr6	150039895	150040274	0/1/4/5	13/0	1.00	6/70	0.08	6.93e-14	3.07e-03	green2
chr6	166797748	166797925	2/6/2/6	118/3	0.98	24/6	0.80	2.85e-04	1.02e-04	green2
chr6	167523485	167523778	3/5/3/5	72/12	0.86	58/1	0.98	9.93e-03	2.26e-02	green2
chr7	1652215	1652315	5/5/5/5	150/25	0.86	112/5	0.96	5.76e-03	1.35e-03	green2
chr7	6866633	6866834	4/4/5/5	84/17	0.83	94/3	0.97	1.34e-03	5.61e-03	green2
chr7	11012954	11012994	5/5/5/5	88/10	0.90	43/49	0.47	1.45e-10	2.38e-05	green2
chr7	18535499	18535585	1/5/1/5	2/69	0.03	8/5	0.62	1.85e-09	1.05e-04	green2
chr7	30519577	30519717	2/5/2/5	58/0	1.00	26/4	0.87	4.42e-03	6.45e-03	green2
chr7	42277849	42278021	3/5/3/5	3/72	0.04	8/25	0.24	1.36e-03	1.31e-02	green2
chr7	64497888	64498323	0/5/1/6	14/57	0.20	12/0	1.00	2.93e-08	1.96e-02	green2
chr7	72993832	72993953	0/1/4/5	12/3	0.80	43/0	1.00	2.60e-03	1.62e-12	green2
chr7	89782972	89783232	3/3/5/5	26/11	0.70	63/7	0.90	9.46e-03	2.43e-02	green2
chr7	99064759	99064867	4/5/4/5	59/28	0.68	70/3	0.96	7.63e-06	1.70e-02	green2
chr7	99064912	99064968	6/6/6/6	79/30	0.72	73/1	0.99	3.62e-06	7.63e-04	green2
chr7	100861224	100861379	1/2/8/9	3/21	0.12	0/123	0.00	7.44e-05	4.79e-06	green2
chr7	128051049	128051105	0/4/1/5	8/53	0.13	7/5	0.58	3.94e-04	5.73e-03	green2
chr7	130130155	130130229	5/5/5/5	87/83	0.51	52/111	0.32	3.63e-04	6.66e-04	green2
chr7	130130155	130130229	5/5/5/5	87/83	0.51	52/111	0.32	3.63e-04	6.66e-04	green2
chr7	130130970	130131268	0/1/8/9	7/8	0.47	2/102	0.02	8.95e-10	3.39e-05	green2
chr7	130130970	130131268	0/1/8/9	7/8	0.47	2/102	0.02	8.95e-10	3.39e-05	green2
chr7	140180140	140180278	0/1/4/5	13/2	0.87	76/0	1.00	1.29e-03	1.62e-12	green2
chr7	144533515	144533691	0/4/2/6	7/41	0.15	26/0	1.00	1.70e-12	1.76e-03	green2
chr7	149196174	149196357	8/8/8/8	174/10	0.95	91/23	0.80	8.11e-05	1.98e-03	green2
chr7	153583563	153583764	0/1/5/6	2/8	0.20	0/60	0.00	4.40e-04	0.00e+00	green2
chr8	7150704	7150791	1/5/1/5	121/6	0.95	8/4	0.67	2.46e-04	6.08e-04	green2
chr8	17105842	17106076	0/4/1/5	27/21	0.56	17/0	1.00	9.17e-04	4.23e-02	green2
chr8	42395303	42395427	3/4/6/7	47/19	0.71	88/2	0.98	1.56e-06	8.58e-04	green2
chr8	42395303	42395427	3/4/6/7	47/19	0.71	88/2	0.98	1.56e-06	8.58e-04	green2
chr8	42395303	42395427	3/4/6/7	47/19	0.71	88/2	0.98	1.56e-06	8.58e-04	green2
chr8	42395303	42395427	3/4/6/7	47/19	0.71	88/2	0.98	1.56e-06	8.58e-04	green2
chr8	48651788	48651941	0/4/1/5	11/65	0.14	11/2	0.85	6.04e-08	4.82e-02	green2
chr8	67836587	67836643	3/5/3/5	17/63	0.21	24/25	0.49	1.03e-03	3.49e-02	green2
chr8	72754070	72754118	3/5/3/5	55/5	0.92	23/13	0.64	7.36e-04	2.65e-02	green2
chr8	77593495	77593625	6/6/6/6	35/155	0.18	0/95	0.00	7.95e-06	3.69e-03	green2
chr8	82599104	82599143	5/5/5/5	83/18	0.82	159/5	0.97	3.34e-05	1.05e-02	green2
chr8	82633648	82633931	0/4/1/5	0/64	0.00	6/10	0.38	3.51e-07	1.62e-12	green2
chr8	86758266	86758398	3/5/3/5	118/12	0.91	66/20	0.77	4.51e-03	3.99e-02	green2
chr8	86776830	86776944	2/2/5/5	24/6	0.80	95/5	0.95	9.62e-03	2.39e-02	green2
chr8	126441383	126441519	0/5/1/6	0/58	0.00	2/10	0.17	1.61e-03	0.00e+00	green2
chr9	34377544	34377834	4/5/5/6	18/55	0.25	2/50	0.04	1.76e-03	3.08e-02	green2
chr9	95056188	95056356	0/1/5/6	6/8	0.43	0/73	0.00	6.76e-09	0.00e+00	green2
chr9	95056188	95056356	0/1/5/6	6/8	0.43	0/73	0.00	6.76e-09	0.00e+00	green2
chr9	95056188	95056356	0/1/5/6	6/8	0.43	0/73	0.00	6.76e-09	0.00e+00	green2
chr9	96108905	96108934	2/5/2/5	1/97	0.01	3/17	0.15	1.64e-03	3.06e-03	green2
chr9	116861438	116861488	2/5/2/5	56/6	0.90	15/10	0.60	9.54e-04	3.59e-02	green2
chr9	117348864	117349079	0/4/4/8	46/9	0.84	47/1	0.98	1.46e-02	9.26e-04	green2
chr9	123965126	123965172	4/4/5/5	40/7	0.85	59/1	0.98	9.83e-03	5.84e-03	green2
chr9	140118891	140118944	1/1/5/5	10/2	0.83	91/1	0.99	2.42e-03	2.32e-03	green2
chr9	140119063	140119127	1/6/1/6	90/5	0.95	6/4	0.60	1.90e-04	4.62e-04	green2
chr10	13140819	13140952	3/3/6/6	32/8	0.80	76/1	0.99	3.17e-04	8.43e-03	green2
chr10	23982699	23982878	0/4/1/5	0/61	0.00	6/14	0.30	8.76e-06	1.62e-12	green2
chr10	30639238	30639296	1/5/1/5	69/1	0.99	9/3	0.75	4.61e-04	9.63e-04	green2
chr10	47083392	47083461	4/6/4/6	2/81	0.02	15/57	0.21	2.51e-04	1.70e-02	green2
chr10	74387637	74387713	4/4/5/5	52/3	0.95	69/20	0.78	6.76e-03	5.04e-04	green2
chr10	79685531	79685643	3/5/3/5	10/79	0.11	10/21	0.32	6.84e-03	4.31e-02	green2
chr10	96161722	96162066	0/4/5/9	58/9	0.87	1/85	0.01	4.89e-27	3.61e-05	green2
chr10	102504039	102504137	1/5/1/5	0/66	0.00	2/8	0.20	2.31e-04	0.00e+00	green2
chr10	112836336	112836407	1/5/1/5	0/147	0.00	2/8	0.20	4.84e-08	0.00e+00	green2
chr10	126481189	126481338	6/9/6/9	7/149	0.04	21/94	0.18	2.32e-04	3.01e-03	green2
chr10	135383493	135383690	3/6/3/6	100/9	0.92	22/11	0.67	2.85e-04	3.30e-04	green2
chr10	135383493	135383690	3/6/3/6	100/9	0.92	22/11	0.67	2.85e-04	3.30e-04	green2
chr11	2890419	2890479	4/6/4/6	47/65	0.42	4/65	0.06	1.49e-07	7.57e-03	green2
chr11	8705015	8705186	3/6/3/6	4/97	0.04	8/29	0.22	1.11e-03	7.71e-03	green2
chr11	8705015	8705186	3/6/3/6	4/97	0.04	8/29	0.22	1.11e-03	7.71e-03	green2
chr11	8987077	8987308	0/3/2/5	35/0	1.00	20/11	0.65	1.13e-04	2.60e-02	green2
chr11	18748351	18748602	0/4/1/5	44/4	0.92	8/11	0.42	1.15e-05	4.79e-03	green2
chr11	46721447	46721576	1/1/5/5	6/6	0.50	7/62	0.10	5.18e-04	1.40e-02	green2
chr11	46721447	46721576	1/1/5/5	6/6	0.50	7/62	0.10	5.18e-04	1.40e-02	green2
chr11	47448887	47449132	1/8/1/8	158/19	0.89	5/9	0.36	4.94e-08	2.18e-03	green2
chr11	65768891	65769079	0/4/3/7	20/31	0.39	2/56	0.03	3.45e-06	2.52e-03	green2
chr11	125494878	125495490	3/17/4/18	32/270	0.11	39/24	0.62	8.08e-21	2.21e-06	green2
chr11	125494878	125495490	3/17/4/18	32/270	0.11	39/24	0.62	8.08e-21	2.21e-06	green2
chr12	15942826	15942933	4/5/4/5	4/84	0.05	9/41	0.18	9.30e-03	2.08e-02	green2
chr12	53572730	53572899	1/1/5/5	14/2	0.88	67/0	1.00	3.40e-03	0.00e+00	green2
chr12	56710225	56710552	1/5/1/5	6/77	0.07	7/7	0.50	1.39e-05	9.68e-03	green2
chr12	56861883	56861943	4/5/6/7	21/72	0.23	1/125	0.01	1.15e-07	1.65e-03	green2
chr12	57872958	57873026	2/5/2/5	16/46	0.26	18/9	0.67	2.65e-04	3.37e-03	green2
chr12	58165658	58165765	1/5/1/5	0/85	0.00	2/12	0.14	4.31e-04	0.00e+00	green2
chr12	69752582	69752837	6/7/6/7	233/16	0.94	66/18	0.79	8.60e-05	2.18e-03	green2
chr12	122109185	122109515	1/4/3/6	46/2	0.96	29/15	0.66	2.21e-04	1.84e-03	green2
chr12	122109525	122109658	5/11/5/11	125/34	0.79	32/36	0.47	2.41e-06	6.12e-04	green2
chr12	133285881	133286105	2/3/5/6	40/10	0.80	67/2	0.97	2.23e-03	5.08e-03	green2
chr13	28492495	28492638	2/3/4/5	14/20	0.41	5/40	0.11	1.96e-03	1.61e-02	green2
chr13	32888709	32888881	2/9/2/9	60/143	0.30	31/7	0.82	1.27e-09	4.78e-03	green2
chr13	49793255	49793439	2/2/6/6	14/7	0.67	141/15	0.90	1.98e-03	2.11e-03	green2
chr13	57727535	57727625	5/5/5/5	150/28	0.84	92/4	0.96	4.46e-03	2.25e-02	green2
chr13	57727535	57727625	5/5/5/5	150/28	0.84	92/4	0.96	4.46e-03	2.25e-02	green2
chr13	57727535	57727625	5/5/5/5	150/28	0.84	92/4	0.96	4.46e-03	2.25e-02	green2
chr13	57727535	57727625	5/5/5/5	150/28	0.84	92/4	0.96	4.46e-03	2.25e-02	green2
chr13	57727535	57727625	5/5/5/5	150/28	0.84	92/4	0.96	4.46e-03	2.25e-02	green2
chr13	90882775	90882837	2/5/2/5	63/0	1.00	21/5	0.81	3.40e-04	6.03e-03	green2
chr13	110961116	110961404	0/1/4/5	4/11	0.27	0/64	0.00	2.24e-05	1.62e-12	green2
chr13	112720206	112720291	8/8/8/8	33/109	0.23	4/117	0.03	3.59e-06	1.01e-02	green2
chr14	23399961	23400109	0/4/2/6	13/64	0.17	13/11	0.54	2.65e-04	1.64e-02	green2
chr14	35591537	35591779	0/5/1/6	0/75	0.00	2/11	0.15	5.90e-04	0.00e+00	green2
chr14	35591537	35591779	0/5/1/6	0/75	0.00	2/11	0.15	5.90e-04	0.00e+00	green2
chr14	57279159	57279319	0/1/4/5	3/12	0.20	0/42	0.00	2.90e-03	1.62e-12	green2
chr14	57279159	57279319	0/1/4/5	3/12	0.20	0/42	0.00	2.90e-03	1.62e-12	green2
chr14	60043571	60043636	1/5/1/5	0/82	0.00	2/13	0.13	8.34e-04	0.00e+00	green2
chr14	77495518	77495646	2/5/2/5	11/85	0.11	11/21	0.34	2.92e-03	1.33e-02	green2
chr14	93797733	93797984	0/4/2/6	35/32	0.52	6/29	0.17	5.99e-04	2.69e-02	green2
chr14	102771826	102772106	0/4/1/5	5/42	0.11	12/1	0.92	7.31e-09	2.54e-03	green2
chr14	104181169	104181395	1/5/1/5	0/55	0.00	3/12	0.20	6.99e-04	0.00e+00	green2
chr15	23088308	23088410	0/4/1/5	56/2	0.97	11/5	0.69	7.68e-04	3.37e-03	green2
chr15	23088308	23088410	0/4/1/5	56/2	0.97	11/5	0.69	7.68e-04	3.37e-03	green2
chr15	41575652	41575761	1/3/3/5	32/10	0.76	10/29	0.26	5.38e-06	4.87e-02	green2
chr15	41708045	41708177	1/5/1/5	101/3	0.97	10/3	0.77	1.86e-03	7.20e-03	green2
chr15	41952005	41952062	5/5/5/5	104/82	0.56	89/17	0.84	1.12e-06	2.67e-02	green2
chr15	52043314	52043493	0/5/2/7	2/55	0.04	14/6	0.70	2.87e-10	5.36e-03	green2
chr15	64649253	64649725	0/5/1/6	75/7	0.91	6/5	0.55	6.04e-04	1.43e-02	green2
chr15	64679387	64679409	5/5/5/5	76/36	0.68	39/53	0.42	2.63e-04	1.43e-02	green2
chr15	67356387	67356486	2/4/3/5	24/22	0.52	26/4	0.87	1.95e-03	7.71e-03	green2
chr15	72977722	72977851	5/5/5/5	87/20	0.81	42/53	0.44	4.30e-08	1.32e-02	green2
chr15	75639278	75639467	2/12/2/12	12/185	0.06	7/16	0.30	8.39e-05	5.82e-04	green2
chr15	90358451	90358545	6/8/6/8	11/162	0.06	23/63	0.27	4.76e-06	5.02e-03	green2
chr16	1542812	1543007	0/1/4/5	0/16	0.00	52/27	0.66	1.41e-06	2.46e-02	green2
chr16	2254748	2254920	4/5/4/5	72/33	0.69	51/7	0.88	5.96e-03	3.84e-02	green2
chr16	2586754	2586814	3/7/3/7	84/60	0.58	45/4	0.92	1.69e-05	6.27e-05	green2
chr16	3662806	3662875	5/5/5/5	49/113	0.30	32/28	0.53	1.51e-03	2.31e-02	green2
chr16	4167567	4167733	1/6/1/6	104/7	0.94	12/6	0.67	4.10e-04	3.03e-03	green2
chr16	12010481	12010680	3/4/4/5	80/4	0.95	59/23	0.72	4.81e-05	2.69e-02	green2
chr16	14724516	14724565	3/5/3/5	65/82	0.44	23/10	0.70	8.14e-03	3.69e-02	green2
chr16	14724516	14724565	3/5/3/5	65/82	0.44	23/10	0.70	8.14e-03	3.69e-02	green2
chr16	18814210	18814488	1/6/2/7	158/8	0.95	28/10	0.74	2.50e-05	1.00e-02	green2
chr16	23193665	23193736	1/5/1/5	0/87	0.00	3/7	0.30	2.11e-07	0.00e+00	green2
chr16	29480594	29480732	4/4/5/5	59/3	0.95	85/29	0.75	7.13e-04	3.40e-02	green2
chr16	29480594	29480732	4/4/5/5	59/3	0.95	85/29	0.75	7.13e-04	3.40e-02	green2
chr16	29689556	29689646	3/5/3/5	75/2	0.97	30/7	0.81	2.48e-03	3.49e-02	green2
chr16	29972398	29972583	0/3/4/7	37/18	0.67	81/2	0.98	7.29e-07	1.12e-04	green2
chr16	30086675	30086891	0/4/1/5	38/15	0.72	0/11	0.00	1.05e-05	3.27e-03	green2
chr16	33964200	33964292	1/5/1/5	50/42	0.54	24/3	0.89	1.14e-03	4.47e-02	green2
chr16	75499210	75499274	3/3/5/5	35/0	1.00	66/15	0.81	6.36e-03	3.65e-02	green2
chr16	85060822	85061037	2/8/2/8	5/142	0.03	15/34	0.31	5.05e-08	7.63e-03	green2
chr16	87993152	87993327	0/4/3/7	6/41	0.13	20/17	0.54	4.83e-05	7.41e-05	green2
chr17	9547313	9547483	4/7/4/7	161/6	0.96	68/13	0.84	5.43e-04	2.24e-03	green2
chr17	10634427	10634593	1/5/1/5	48/43	0.53	18/0	1.00	1.78e-04	3.35e-02	green2
chr17	17495878	17496006	5/5/5/5	19/92	0.17	39/73	0.35	2.58e-03	1.71e-02	green2
chr17	27171532	27171592	1/2/4/5	20/1	0.95	28/22	0.56	1.26e-03	2.35e-02	green2
chr17	37382404	37382508	5/5/5/5	9/139	0.06	23/76	0.23	8.37e-05	4.28e-02	green2
chr17	39581978	39582210	0/5/1/6	73/0	1.00	8/3	0.73	5.52e-06	0.00e+00	green2
chr17	39992931	39993221	0/1/4/5	0/18	0.00	35/27	0.56	2.14e-05	3.50e-02	green2
chr17	39992931	39993221	0/1/4/5	0/18	0.00	35/27	0.56	2.14e-05	3.50e-02	green2
chr17	39992931	39993221	0/1/4/5	0/18	0.00	35/27	0.56	2.14e-05	3.50e-02	green2
chr17	41994531	41994832	0/4/6/10	33/13	0.72	0/97	0.00	1.88e-21	7.76e-06	green2
chr17	42201844	42201976	1/5/1/5	76/4	0.95	10/8	0.56	3.98e-06	7.26e-03	green2
chr17	43696491	43696684	3/5/3/5	104/7	0.94	33/10	0.77	2.60e-03	8.24e-03	green2
chr17	43696491	43696684	3/5/3/5	104/7	0.94	33/10	0.77	2.60e-03	8.24e-03	green2
chr17	46705499	46705741	0/4/1/5	55/13	0.81	2/9	0.18	1.68e-05	1.79e-02	green2
chr17	55122501	55122725	2/4/3/5	32/24	0.57	20/52	0.28	7.92e-04	2.15e-02	green2
chr17	56768375	56768512	3/4/4/5	37/11	0.77	53/2	0.96	3.29e-03	6.30e-03	green2
chr17	57969624	57969723	5/5/5/5	61/107	0.36	38/25	0.60	1.02e-03	3.51e-02	green2
chr17	58042835	58042894	3/5/3/5	63/10	0.86	75/0	1.00	9.02e-04	2.69e-02	green2
chr17	63053462	63053538	5/5/5/5	42/51	0.45	67/17	0.80	2.29e-06	4.07e-02	green2
chr17	63133051	63133392	1/7/1/7	7/80	0.08	12/13	0.48	2.72e-06	7.43e-03	green2
chr17	73452548	73452605	1/1/5/5	2/14	0.12	0/76	0.00	1.83e-03	0.00e+00	green2
chr17	73975958	73976292	0/1/4/5	10/10	0.50	0/57	0.00	1.05e-08	1.62e-12	green2
chr17	74553221	74553279	1/5/1/5	4/79	0.05	3/7	0.30	4.35e-03	1.41e-02	green2
chr17	79197669	79197930	5/7/6/8	33/52	0.39	11/78	0.12	5.96e-05	2.44e-04	green2
chr18	3013533	3013823	0/2/4/6	0/26	0.00	18/32	0.36	4.62e-04	4.34e-03	green2
chr18	3881558	3881805	2/3/4/5	49/3	0.94	36/12	0.75	7.13e-03	3.43e-02	green2
chr18	32869964	32870085	1/5/1/5	0/71	0.00	3/7	0.30	2.56e-06	0.00e+00	green2
chr18	33875915	33876022	3/5/3/5	59/46	0.56	9/38	0.19	2.19e-05	3.86e-02	green2
chr18	47722071	47722145	3/4/4/5	19/25	0.43	6/41	0.13	1.16e-03	1.36e-02	green2
chr18	76828370	76828508	6/7/6/7	23/108	0.18	45/36	0.56	8.44e-09	1.72e-02	green2
chr19	697452	697646	1/5/4/8	12/91	0.12	40/12	0.77	4.42e-16	1.67e-04	green2
chr19	2268274	2268362	5/6/5/6	100/19	0.84	34/34	0.50	6.77e-07	2.50e-03	green2
chr19	3802227	3802369	0/1/4/5	6/9	0.40	48/11	0.81	1.28e-03	3.98e-02	green2
chr19	5852599	5852800	2/6/2/6	119/3	0.98	19/4	0.83	2.18e-03	4.37e-03	green2
chr19	9879735	9879855	1/5/1/5	4/79	0.05	3/8	0.27	7.69e-03	2.66e-02	green2
chr19	10217747	10217841	5/5/5/5	16/88	0.15	35/72	0.33	3.29e-03	3.36e-02	green2
