chr	pos_start	pos_end	shared_num/methy_in_normal/methy_in_tumor/pos_num	tumor_methy_num/tumor_NONE_methy_num	tumor_methy_ratio	normal_methy_num/normal_NONE_methy_num	normal_methy_ratio	chisq.test_p-value	t.test_p-value	PlotColor
chr1	115134608	115134795	0/1/4/5	10/2	0.83	45/0	1.00	5.30e-03	1.62e-12	blue
chr1	117453429	117453510	1/5/1/5	7/86	0.08	6/7	0.46	6.98e-05	4.35e-03	blue
chr1	118512947	118513068	1/6/1/6	117/4	0.97	16/4	0.80	2.79e-03	3.53e-03	blue
chr1	145710031	145710174	2/4/3/5	65/0	1.00	37/8	0.82	4.15e-04	4.21e-02	blue
chr1	148930618	148930777	5/5/5/5	116/67	0.63	84/15	0.85	1.52e-04	5.26e-03	blue
chr1	148930618	148930777	5/5/5/5	116/67	0.63	84/15	0.85	1.52e-04	5.26e-03	blue
chr1	151000808	151000929	1/5/1/5	94/10	0.90	7/5	0.58	1.73e-03	2.95e-02	blue
chr1	153889377	153889533	1/1/5/5	12/6	0.67	75/1	0.99	3.28e-06	1.84e-04	blue
chr1	154319260	154319434	1/5/1/5	135/15	0.90	4/10	0.29	9.63e-10	3.23e-02	blue
chr1	154769205	154769286	5/5/5/5	44/30	0.59	84/24	0.78	7.88e-03	3.44e-02	blue
chr1	154810790	154811091	3/7/3/7	143/9	0.94	31/11	0.74	1.31e-04	1.49e-04	blue
chr1	154810790	154811091	3/7/3/7	143/9	0.94	31/11	0.74	1.31e-04	1.49e-04	blue
chr1	155345617	155345755	5/6/6/7	107/4	0.96	50/33	0.60	2.27e-10	1.01e-02	blue
chr1	155393226	155393266	5/5/5/5	102/0	1.00	62/24	0.72	1.11e-08	1.90e-04	blue
chr1	155645736	155645785	4/6/4/6	50/20	0.71	19/26	0.42	1.81e-03	2.03e-06	blue
chr1	156865452	156865676	5/5/6/6	93/34	0.73	100/11	0.90	9.19e-04	2.84e-02	blue
chr1	160055750	160056037	2/8/2/8	205/33	0.86	11/10	0.52	6.75e-05	7.82e-03	blue
chr1	160147753	160148037	1/9/1/9	157/5	0.97	9/3	0.75	4.70e-04	3.63e-04	blue
chr1	165495534	165495594	4/4/5/5	84/1	0.99	75/12	0.86	1.75e-03	4.65e-02	blue
chr1	167459401	167459643	9/9/9/9	122/67	0.65	158/12	0.93	8.98e-11	8.85e-05	blue
chr1	170634127	170634356	0/1/5/6	2/8	0.20	0/68	0.00	1.87e-04	0.00e+00	blue
chr1	174515896	174516084	0/1/4/5	7/6	0.54	49/3	0.94	1.63e-04	8.39e-03	blue
chr1	176051664	176051834	5/6/5/6	126/2	0.98	67/9	0.88	1.67e-03	2.55e-02	blue
chr1	178197438	178197648	5/5/6/6	92/4	0.96	109/21	0.84	4.51e-03	4.42e-02	blue
chr1	179600248	179600353	1/1/5/5	8/4	0.67	72/5	0.94	4.13e-03	4.14e-02	blue
chr1	180202440	180202580	0/5/1/6	0/55	0.00	5/5	0.50	4.81e-08	0.00e+00	blue
chr1	181556879	181556967	1/5/1/5	157/4	0.98	10/2	0.83	9.59e-03	4.49e-03	blue
chr1	183835620	183835734	1/7/1/7	131/4	0.97	13/3	0.81	4.51e-03	8.08e-04	blue
chr1	186871586	186871735	5/5/5/5	161/8	0.95	85/23	0.79	2.00e-05	9.24e-03	blue
chr1	201116286	201116508	1/5/1/5	107/3	0.97	13/5	0.72	4.70e-05	1.87e-03	blue
chr1	202310432	202310622	0/5/4/9	62/1	0.98	14/56	0.20	7.24e-20	1.51e-08	blue
chr1	202346587	202346683	0/3/3/6	45/0	1.00	23/13	0.64	1.08e-05	1.45e-03	blue
chr1	202980691	202980826	1/5/1/5	79/4	0.95	12/8	0.60	1.07e-05	5.77e-03	blue
chr1	202980691	202980826	1/5/1/5	79/4	0.95	12/8	0.60	1.07e-05	5.77e-03	blue
chr1	204417023	204417391	2/5/3/6	86/0	1.00	42/5	0.89	2.05e-03	4.19e-04	blue
chr1	205594619	205594660	2/5/2/5	72/2	0.97	22/5	0.81	5.61e-03	6.97e-03	blue
chr1	205808909	205808993	1/1/5/5	15/4	0.79	61/2	0.97	8.72e-03	7.81e-03	blue
chr1	210745363	210745536	2/5/3/6	111/15	0.88	27/23	0.54	7.13e-07	4.31e-04	blue
chr1	211177169	211177217	2/5/2/5	112/3	0.97	21/7	0.75	3.10e-05	7.31e-04	blue
chr1	211177169	211177217	2/5/2/5	112/3	0.97	21/7	0.75	3.10e-05	7.31e-04	blue
chr1	211459870	211459928	1/5/1/5	87/2	0.98	11/3	0.79	1.91e-03	2.74e-03	blue
chr1	211572180	211572368	3/4/5/6	70/8	0.90	47/33	0.59	8.86e-06	8.62e-03	blue
chr1	215787215	215787563	2/2/5/5	22/6	0.79	117/4	0.97	5.53e-04	1.38e-02	blue
chr1	217967179	217967225	3/5/3/5	66/2	0.97	29/11	0.73	1.52e-04	1.06e-02	blue
chr1	220313852	220314122	0/2/4/6	21/25	0.46	40/1	0.98	1.29e-07	2.49e-02	blue
chr1	224819755	224819878	4/5/4/5	78/0	1.00	54/10	0.84	2.94e-04	1.14e-03	blue
chr1	224874459	224874747	3/5/3/5	116/11	0.91	35/17	0.67	5.86e-05	3.54e-03	blue
chr1	225614261	225614385	1/5/1/5	0/109	0.00	2/10	0.17	1.72e-05	0.00e+00	blue
chr1	225614261	225614385	1/5/1/5	0/109	0.00	2/10	0.17	1.72e-05	0.00e+00	blue
chr1	228781557	228781622	6/6/6/6	182/53	0.77	95/65	0.59	1.17e-04	1.91e-04	blue
chr1	228781642	228781728	6/6/6/6	173/117	0.60	67/99	0.40	7.18e-05	1.25e-02	blue
chr1	228783956	228784240	3/7/3/7	4/116	0.03	19/36	0.35	1.40e-08	1.13e-04	blue
chr1	229466175	229466327	3/7/3/7	78/23	0.77	47/2	0.96	3.97e-03	2.35e-02	blue
chr1	230408815	230409099	1/5/1/5	99/3	0.97	8/6	0.57	1.65e-07	7.45e-04	blue
chr1	231388839	231388936	6/6/6/6	64/14	0.82	79/3	0.96	3.37e-03	1.97e-03	blue
chr1	234386182	234386256	6/6/6/6	108/3	0.97	64/10	0.86	4.83e-03	1.37e-02	blue
chr1	235767488	235767639	0/6/1/7	93/3	0.97	17/6	0.74	1.83e-04	5.56e-04	blue
chr1	235767488	235767639	0/6/1/7	93/3	0.97	17/6	0.74	1.83e-04	5.56e-04	blue
chr1	235767488	235767639	0/6/1/7	93/3	0.97	17/6	0.74	1.83e-04	5.56e-04	blue
chr1	235807674	235807781	5/5/5/5	91/1	0.99	65/9	0.88	2.87e-03	3.68e-02	blue
chr1	235807674	235807781	5/5/5/5	91/1	0.99	65/9	0.88	2.87e-03	3.68e-02	blue
chr1	235807674	235807781	5/5/5/5	91/1	0.99	65/9	0.88	2.87e-03	3.68e-02	blue
chr1	236694662	236694781	4/4/6/6	65/10	0.87	117/1	0.99	2.65e-04	2.56e-02	blue
chr1	237815059	237815112	5/5/5/5	71/9	0.89	73/0	1.00	3.14e-03	4.98e-05	blue
chr1	237815164	237815253	5/5/5/5	69/5	0.93	58/16	0.78	9.56e-03	3.96e-02	blue
chr1	237970713	237970798	0/2/3/5	19/9	0.68	29/1	0.97	3.70e-03	1.09e-02	blue
chr1	240570082	240570285	5/5/5/5	141/7	0.95	98/28	0.78	1.54e-05	1.79e-02	blue
chr1	241272979	241273084	2/4/3/5	81/1	0.99	45/8	0.85	1.60e-03	4.83e-02	blue
chr1	243549783	243549882	3/6/3/6	98/0	1.00	31/4	0.89	6.78e-04	2.24e-02	blue
chr1	245217717	245217921	6/6/6/6	96/130	0.42	20/83	0.19	4.91e-05	9.23e-03	blue
chr1	245217717	245217921	6/6/6/6	96/130	0.42	20/83	0.19	4.91e-05	9.23e-03	blue
chr1	245361938	245361983	4/6/4/6	95/3	0.97	45/8	0.85	6.62e-03	1.71e-03	blue
chr1	245827392	245827526	1/3/3/5	33/2	0.94	22/15	0.59	5.06e-04	4.72e-03	blue
chr2	1204428	1204879	2/14/2/14	208/32	0.87	8/13	0.38	1.60e-08	6.71e-04	blue
chr2	1271383	1271513	7/7/8/8	120/6	0.95	87/27	0.76	2.13e-05	2.30e-03	blue
chr2	1428522	1428615	4/4/5/5	89/2	0.98	59/20	0.75	7.50e-06	2.24e-04	blue
chr2	1429160	1429301	7/7/7/7	99/38	0.72	111/8	0.93	1.25e-05	2.37e-03	blue
chr2	1651730	1651959	1/7/1/7	94/7	0.93	2/8	0.20	1.14e-10	5.55e-06	blue
chr2	1800466	1800716	1/13/1/13	296/36	0.89	4/6	0.40	3.07e-06	9.33e-04	blue
chr2	1837235	1837472	2/3/4/5	44/5	0.90	28/37	0.43	3.07e-07	4.36e-02	blue
chr2	1883954	1884188	2/7/2/7	126/3	0.98	40/8	0.83	4.42e-04	2.06e-02	blue
chr2	3205833	3205869	1/4/2/5	38/2	0.95	19/10	0.66	1.43e-03	2.71e-02	blue
chr2	3658933	3659019	4/5/4/5	129/27	0.83	28/18	0.61	1.77e-03	4.26e-02	blue
chr2	9036142	9036293	0/3/2/5	25/14	0.64	11/24	0.31	4.99e-03	9.84e-04	blue
chr2	9383330	9383458	3/5/3/5	70/0	1.00	43/12	0.78	3.95e-05	1.79e-02	blue
chr2	9405121	9405461	3/6/3/6	121/3	0.98	52/8	0.87	3.42e-03	3.64e-03	blue
chr2	9601993	9602178	0/5/3/8	86/2	0.98	29/14	0.67	6.66e-07	6.91e-05	blue
chr2	10191225	10191421	5/6/5/6	91/0	1.00	64/8	0.89	1.11e-03	9.04e-04	blue
chr2	11692908	11692953	4/5/4/5	83/11	0.88	44/28	0.61	4.23e-05	3.71e-02	blue
chr2	11692908	11692953	4/5/4/5	83/11	0.88	44/28	0.61	4.23e-05	3.71e-02	blue
chr2	11692908	11692953	4/5/4/5	83/11	0.88	44/28	0.61	4.23e-05	3.71e-02	blue
chr2	23654341	23654408	3/4/5/6	40/7	0.85	58/0	1.00	2.35e-03	3.43e-04	blue
chr2	23839687	23839828	4/5/5/6	67/4	0.94	71/25	0.74	5.78e-04	1.04e-02	blue
chr2	23843493	23843668	5/5/5/5	100/12	0.89	58/23	0.72	1.65e-03	1.21e-02	blue
chr2	25805082	25805261	3/3/6/6	28/31	0.47	120/22	0.85	5.68e-08	1.18e-04	blue
chr2	26720125	26720242	1/5/1/5	66/3	0.96	13/8	0.62	3.56e-05	1.76e-03	blue
chr2	27832953	27833013	5/5/5/5	89/11	0.89	110/1	0.99	1.56e-03	2.14e-02	blue
chr2	29398720	29398817	1/6/1/6	135/1	0.99	16/2	0.89	2.76e-03	9.79e-04	blue
chr2	30142677	30142742	5/5/5/5	25/36	0.41	20/75	0.21	7.33e-03	3.76e-02	blue
chr2	31418178	31418391	1/5/1/5	85/1	0.99	11/2	0.85	5.30e-03	6.31e-03	blue
chr2	32300213	32300307	3/5/3/5	94/15	0.86	55/0	1.00	3.90e-03	1.22e-02	blue
chr2	33365924	33366103	1/5/1/5	71/6	0.92	7/14	0.33	2.96e-09	1.07e-02	blue
chr2	33503045	33503194	3/6/3/6	106/2	0.98	31/16	0.66	8.93e-09	1.79e-06	blue
chr2	36740597	36740797	1/5/1/5	84/2	0.98	23/5	0.82	2.95e-03	6.07e-03	blue
chr2	36955783	36955828	5/5/5/5	120/5	0.96	48/10	0.83	2.38e-03	9.34e-04	blue
chr2	37216321	37216442	0/3/2/5	64/0	1.00	27/4	0.87	3.32e-03	3.33e-02	blue
chr2	38822708	38822854	1/4/4/7	43/30	0.59	67/6	0.92	4.06e-06	5.00e-03	blue
chr2	39071599	39071644	5/5/5/5	107/5	0.96	53/14	0.79	5.53e-04	2.48e-03	blue
chr2	39893622	39893738	2/5/2/5	4/146	0.03	4/20	0.17	2.36e-03	2.43e-02	blue
chr2	39893622	39893738	2/5/2/5	4/146	0.03	4/20	0.17	2.36e-03	2.43e-02	blue
chr2	39994510	39994540	1/5/1/5	72/9	0.89	5/5	0.50	1.30e-03	3.63e-04	blue
chr2	40560300	40560363	7/7/7/7	178/5	0.97	124/33	0.79	9.54e-08	4.59e-06	blue
chr2	40560300	40560363	7/7/7/7	178/5	0.97	124/33	0.79	9.54e-08	4.59e-06	blue
chr2	44749354	44749433	5/5/5/5	104/14	0.88	62/0	1.00	4.74e-03	1.03e-03	blue
chr2	47144079	47144428	0/5/1/6	71/8	0.90	3/10	0.23	1.85e-08	3.74e-03	blue
chr2	47144079	47144428	0/5/1/6	71/8	0.90	3/10	0.23	1.85e-08	3.74e-03	blue
chr2	48583217	48583377	4/4/5/5	79/1	0.99	63/8	0.89	9.46e-03	4.78e-02	blue
chr2	55869516	55869612	3/5/3/5	95/6	0.94	43/11	0.80	6.16e-03	1.22e-02	blue
chr2	61626164	61626342	1/6/1/6	108/3	0.97	16/4	0.80	1.54e-03	8.97e-03	blue
chr2	61759411	61759553	0/3/2/5	52/0	1.00	24/4	0.86	5.17e-03	2.84e-02	blue
chr2	62144901	62144957	5/5/5/5	78/11	0.88	139/2	0.99	4.66e-04	2.83e-03	blue
chr2	62261402	62261495	1/5/1/5	123/2	0.98	13/4	0.76	2.48e-05	3.68e-04	blue
chr2	63280518	63280625	3/3/5/5	14/35	0.29	5/60	0.08	3.06e-03	6.34e-03	blue
chr2	68473353	68473434	1/5/1/5	76/5	0.94	7/8	0.47	9.42e-07	5.00e-03	blue
chr2	71131667	71132030	0/3/6/9	12/21	0.36	2/71	0.03	2.20e-06	6.45e-04	blue
chr2	71561775	71561943	3/3/10/10	43/9	0.83	109/1	0.99	5.15e-05	1.10e-05	blue
chr2	71561775	71561943	3/3/10/10	43/9	0.83	109/1	0.99	5.15e-05	1.10e-05	blue
chr2	71644530	71644579	4/5/4/5	34/66	0.34	9/71	0.11	3.75e-04	3.89e-04	blue
chr2	73152232	73152267	5/5/5/5	24/50	0.32	4/61	0.06	1.16e-04	3.78e-02	blue
chr2	74404309	74404394	5/7/5/7	80/8	0.91	52/22	0.70	7.55e-04	5.40e-03	blue
chr2	80866953	80867141	0/2/3/5	18/8	0.69	35/0	1.00	4.31e-04	1.25e-02	blue
chr2	80866953	80867141	0/2/3/5	18/8	0.69	35/0	1.00	4.31e-04	1.25e-02	blue
chr2	87061007	87061109	1/5/1/5	73/20	0.78	11/17	0.39	7.89e-05	1.09e-02	blue
chr2	87061007	87061109	1/5/1/5	73/20	0.78	11/17	0.39	7.89e-05	1.09e-02	blue
chr2	87061007	87061109	1/5/1/5	73/20	0.78	11/17	0.39	7.89e-05	1.09e-02	blue
chr2	91847893	91847987	0/3/2/5	15/28	0.35	0/24	0.00	1.02e-03	1.75e-02	blue
chr2	95497507	95497660	0/4/1/5	51/12	0.81	4/6	0.40	5.25e-03	2.85e-04	blue
chr2	95786735	95786817	6/6/6/6	16/103	0.13	40/70	0.36	5.55e-05	9.41e-03	blue
chr2	96872264	96872309	2/5/2/5	86/8	0.91	22/11	0.67	5.83e-04	1.50e-02	blue
chr2	96872320	96872399	5/6/5/6	152/31	0.83	67/33	0.67	2.02e-03	3.33e-02	blue
chr2	96930720	96930862	1/5/1/5	0/86	0.00	2/13	0.13	6.26e-04	0.00e+00	blue
chr2	97354263	97354488	1/2/5/6	19/19	0.50	70/9	0.89	4.57e-06	1.15e-02	blue
chr2	98803357	98803568	5/8/5/8	185/8	0.96	54/10	0.84	1.82e-03	5.94e-03	blue
chr2	98978465	98978787	0/3/2/5	52/4	0.93	7/13	0.35	9.82e-08	4.31e-04	blue
chr2	101468450	101468775	1/3/4/6	48/12	0.80	61/1	0.98	1.00e-03	9.45e-04	blue
chr2	101509087	101509242	1/5/1/5	57/6	0.90	6/6	0.50	4.56e-04	2.42e-02	blue
chr2	101672910	101673163	2/6/2/6	140/4	0.97	22/6	0.79	1.14e-04	8.15e-05	blue
chr2	110370972	110371030	1/1/5/5	3/9	0.25	0/99	0.00	4.57e-07	0.00e+00	blue
chr2	110370972	110371030	1/1/5/5	3/9	0.25	0/99	0.00	4.57e-07	0.00e+00	blue
chr2	113045323	113045421	4/4/5/5	73/20	0.78	38/42	0.47	2.25e-05	1.19e-02	blue
chr2	113311870	113311989	5/5/5/5	122/1	0.99	68/9	0.88	5.95e-04	3.51e-02	blue
chr2	120223149	120223478	3/4/4/5	53/3	0.95	55/18	0.75	3.25e-03	4.44e-02	blue
chr2	120727227	120727429	2/5/2/5	81/3	0.96	26/11	0.70	3.40e-05	2.15e-03	blue
chr2	133013679	133013794	2/5/2/5	69/36	0.66	11/30	0.27	2.21e-05	1.38e-02	blue
chr2	133324318	133324457	1/5/1/5	114/17	0.87	8/6	0.57	3.63e-03	1.51e-02	blue
